
  --------------------------------------------------------------------------------------
 		ID		 Number of packets 	Trust Value
  ----------------------------------------------------------------------------------------

		31		289		4
		32		437		2
		33		610		3
		34		684		7
		35		671		7
		36		521		1
		37		564		9
		0		111		6
		1		206		6
		2		819		1
		3		737		1
		4		756		10
		5		537		2
		6		678		9
		7		290		4
		8		126		9
		9		256		10
		10		100		4
		11		144		2
		12		577		3
		13		743		5
		14		798		8
		15		535		1
		16		656		3
		17		252		2
		18		121		3
		20		188		2
		21		643		9
		22		186		8
		23		624		2
		24		408		8
		25		381		6
		26		280		10
		27		303		4
		28		397		9
		29		469		3
		30		498		3
		31		402		4
		32		557		10
		33		727		1
		34		804		3
		35		792		8
		36		641		4
		37		685		9
		0		222		8
		1		166		3
		2		631		3
		3		548		4
		4		580		9
		5		348		5
		6		490		1
		7		101		7
		8		223		9
		9		105		10
		10		140		5
		11		55		9
		12		389		8
		13		557		4
		14		616		2
		15		357		8
		16		482		2
		17		90		2
		18		91		9
		19		188		1
		21		459		6
		22		159		4
		23		435		1
		24		275		4
		25		223		8
		26		183		5
		27		262		8
		28		363		7
		29		402		3
		30		385		2
		31		290		10
		32		378		4
		33		542		9
		34		626		9
		35		629		4
		36		490		4
		37		512		1
		0		633		4
		1		497		1
		2		190		1
		3		173		9
		4		138		3
		5		163		4
		6		91		4
		7		365		6
		8		675		9
		9		450		3
		10		564		9
		11		498		4
		12		88		10
		13		109		8
		14		156		3
		15		116		4
		16		92		8
		17		393		8
		18		548		6
		19		643		4
		20		459		4
		22		579		2
		23		154		5
		24		312		6
		25		402		8
		26		519		2
		27		615		4
		28		677		6
		29		651		2
		30		547		4
		31		519		6
		32		287		7
		33		265		2
		34		391		5
		35		493		4
		36		470		4
		37		365		5
		0		282		1
		1		301		3
		2		731		5
		3		633		1
		4		710		5
		5		440		2
		6		590		6
		7		220		2
		8		115		5
		9		129		1
		10		221		6
		11		174		7
		12		499		10
		13		664		6
		14		735		1
		15		490		8
		16		618		4
		17		249		10
		18		95		6
		19		186		3
		20		159		7
		21		579		10
		23		518		5
		24		434		7
		25		228		4
		26		102		4
		27		122		4
		28		223		1
		29		285		7
		30		313		9
		31		219		8
		32		420		1
		33		599		2
		34		657		5
		35		626		4
		36		469		2
		37		532		10
		0		641		4
		1		522		6
		2		219		6
		3		115		2
		4		277		1
		5		88		9
		6		92		10
		7		334		6
		8		627		3
		9		391		5
		10		562		7
		11		484		3
		12		99		1
		13		170		8
		14		260		7
		15		202		5
		16		245		1
		17		395		6
		18		512		5
		19		624		7
		20		435		8
		21		154		8
		22		518		2
		24		386		8
		25		306		6
		26		438		5
		27		524		6
		28		570		1
		29		529		8
		30		416		7
		31		406		8
		32		145		10
		33		134		1
		34		256		3
		35		343		1
		36		318		3
		37		212		6
		0		359		7
		1		215		7
		2		502		5
		3		468		3
		4		383		8
		5		311		6
		6		386		9
		7		242		4
		8		488		4
		9		340		6
		10		310		7
		11		280		1
		12		293		6
		13		421		1
		14		443		2
		15		199		4
		16		282		5
		17		184		8
		18		359		7
		19		408		9
		20		275		3
		21		312		1
		22		434		7
		23		386		3
		25		389		1
		26		431		1
		27		525		8
		28		619		7
		29		636		4
		30		579		2
		31		503		10
		32		427		4
		33		520		8
		34		639		5
		35		698		10
		36		605		7
		37		560		3
		0		441		8
		1		379		9
		2		524		9
		3		417		8
		4		540		10
		5		243		4
		6		389		10
		7		162		4
		8		344		1
		9		126		8
		10		360		3
		11		277		4
		12		314		9
		13		467		3
		14		549		9
		15		346		1
		16		464		10
		17		254		7
		18		259		10
		19		381		1
		20		223		3
		21		402		3
		22		228		2
		23		306		5
		24		389		1
		26		135		10
		27		218		6
		28		275		10
		29		260		5
		30		189		4
		31		122		10
		32		192		9
		33		372		3
		34		429		2
		35		412		3
		36		267		10
		37		306		7
		0		364		1
		1		348		7
		2		655		3
		3		551		7
		4		655		5
		5		368		3
		6		517		2
		7		192		7
		8		216		4
		9		91		7
		10		292		1
		11		222		1
		12		434		4
		13		594		9
		14		671		2
		15		444		2
		16		570		8
		17		257		3
		18		167		10
		19		280		6
		20		183		4
		21		519		7
		22		102		5
		23		438		9
		24		431		10
		25		135		3
		27		99		9
		28		187		7
		29		219		10
		30		218		8
		31		121		6
		32		327		9
		33		507		7
		34		557		2
		35		523		1
		36		367		2
		37		433		9
		0		404		1
		1		418		10
		2		743		2
		3		635		9
		4		751		3
		5		460		3
		6		607		3
		7		289		10
		8		201		2
		9		186		1
		10		343		6
		11		290		9
		12		528		2
		13		686		4
		14		765		7
		15		543		1
		16		668		9
		17		346		10
		18		216		4
		19		303		4
		20		262		9
		21		615		10
		22		122		3
		23		524		7
		24		525		1
		25		218		5
		26		99		10
		28		102		10
		29		166		4
		30		220		2
		31		143		2
		32		401		3
		33		579		9
		34		615		9
		35		560		9
		36		400		3
		37		489		9
		0		502		9
		1		520		6
		2		788		6
		3		674		2
		4		816		9
		5		517		1
		6		658		6
		7		378		6
		8		285		1
		9		278		5
		10		444		3
		11		392		5
		12		589		6
		13		737		1
		14		822		8
		15		617		2
		16		739		5
		17		443		10
		18		317		9
		19		397		6
		20		363		4
		21		677		1
		22		223		9
		23		570		1
		24		619		9
		25		275		10
		26		187		7
		27		102		4
		29		91		1
		30		195		3
		31		163		3
		32		434		4
		33		604		5
		34		618		7
		35		543		5
		36		385		7
		37		496		6
		0		568		4
		1		566		1
		2		742		5
		3		626		9
		4		789		6
		5		488		3
		6		620		5
		7		395		6
		8		365		3
		9		304		1
		10		503		9
		11		440		8
		12		563		3
		13		699		9
		14		787		6
		15		606		8
		16		721		5
		17		472		7
		18		374		8
		19		469		6
		20		402		6
		21		651		4
		22		285		7
		23		529		9
		24		636		8
		25		260		6
		26		219		10
		27		166		8
		28		91		2
		30		122		6
		31		138		10
		32		387		1
		33		545		7
		34		545		10
		35		461		7
		36		306		2
		37		427		2
		0		582		3
		1		550		8
		2		625		10
		3		508		10
		4		684		10
		5		385		1
		6		508		5
		7		347		8
		8		416		7
		9		279		5
		10		508		1
		11		433		2
		12		460		3
		13		586		9
		14		676		1
		15		516		7
		16		623		9
		17		436		9
		18		386		7
		19		498		4
		20		385		6
		21		547		9
		22		313		10
		23		416		10
		24		579		8
		25		189		7
		26		218		1
		27		220		5
		28		195		7
		29		122		10
		31		97		6
		32		271		10
		33		423		2
		34		425		7
		35		349		10
		36		190		2
		37		305		8
		0		485		7
		1		457		10
		2		624		3
		3		511		5
		4		657		6
		5		356		9
		6		495		5
		7		264		1
		8		326		2
		9		185		5
		10		411		1
		11		337		8
		12		430		4
		13		575		5
		14		660		4
		15		468		5
		16		585		3
		17		348		10
		18		289		8
		19		402		1
		20		290		4
		21		519		5
		22		219		10
		23		406		3
		24		503		7
		25		122		5
		26		121		10
		27		143		8
		28		163		10
		29		138		7
		30		97		3
		32		271		1
		33		444		5
		34		472		5
		35		418		2
		36		257		4
		37		347		8
		0		598		9
		1		504		1
		2		355		10
		3		240		4
		4		419		5
		5		138		3
		6		237		7
		7		284		8
		8		534		1
		9		304		3
		10		516		3
		11		432		1
		12		207		8
		13		315		7
		14		405		8
		15		290		5
		16		372		6
		17		368		2
		18		437		9
		19		557		6
		20		378		1
		21		287		1
		22		420		6
		23		145		5
		24		427		9
		25		192		1
		26		327		6
		27		401		8
		28		434		6
		29		387		3
		30		271		5
		31		271		9
		33		180		3
		34		248		2
		35		273		9
		36		191		4
		37		140		7
		0		757		3
		1		646		9
		2		224		9
		3		115		7
		4		356		5
		5		214		3
		6		176		6
		7		443		4
		8		713		9
		9		479		4
		10		676		3
		11		595		1
		12		232		8
		13		224		5
		14		312		6
		15		335		5
		16		355		7
		17		515		4
		18		610		4
		19		727		3
		20		542		9
		21		265		2
		22		599		10
		23		134		7
		24		520		7
		25		372		9
		26		507		1
		27		579		3
		28		604		8
		29		545		2
		30		423		4
		31		444		8
		32		180		1
		34		126		5
		35		237		1
		36		272		3
		37		136		7
		0		847		3
		1		747		1
		2		321		9
		3		231		9
		4		475		6
		5		328		2
		6		301		1
		7		532		8
		8		772		8
		9		549		4
		10		765		6
		11		681		8
		12		356		2
		13		341		9
		14		422		1
		15		459		3
		16		481		6
		17		613		9
		18		684		3
		19		804		10
		20		626		8
		21		391		1
		22		657		9
		23		256		3
		24		639		6
		25		429		2
		26		557		4
		27		615		10
		28		618		4
		29		545		6
		30		425		9
		31		472		4
		32		248		1
		33		126		10
		35		136		5
		36		241		1
		37		125		5
		0		851		8
		1		770		9
		2		452		8
		3		352		6
		4		594		5
		5		392		10
		6		410		10
		7		546		2
		8		739		9
		9		538		5
		10		769		6
		11		685		6
		12		440		5
		13		462		8
		14		548		1
		15		539		6
		16		585		8
		17		636		8
		18		671		1
		19		792		3
		20		629		5
		21		493		1
		22		626		10
		23		343		2
		24		698		8
		25		412		4
		26		523		1
		27		560		6
		28		543		1
		29		461		1
		30		349		9
		31		418		8
		32		273		7
		33		237		9
		34		136		10
		36		161		5
		37		137		7
		0		708		3
		1		642		8
		2		493		5
		3		377		1
		4		595		7
		5		329		5
		6		405		8
		7		418		5
		8		581		9
		9		391		8
		10		628		7
		11		545		6
		12		396		4
		13		475		7
		14		568		5
		15		481		2
		16		559		8
		17		511		8
		18		521		2
		19		641		2
		20		490		3
		21		470		9
		22		469		10
		23		318		7
		24		605		6
		25		267		9
		26		367		10
		27		400		7
		28		385		2
		29		306		4
		30		190		8
		31		257		2
		32		191		5
		33		272		3
		34		241		3
		35		161		10
		37		137		6
		0		734		2
		1		643		1
		2		360		10
		3		246		3
		4		477		8
		5		254		9
		6		288		10
		7		422		5
		8		648		6
		9		429		7
		10		652		4
		11		567		5
		12		305		3
		13		351		1
		14		442		7
		15		403		1
		16		457		1
		17		508		5
		18		564		10
		19		685		3
		20		512		4
		21		365		7
		22		532		10
		23		212		9
		24		560		2
		25		306		10
		26		433		3
		27		489		4
		28		496		2
		29		427		10
		30		305		9
		31		347		4
		32		140		10
		33		136		6
		34		125		4
		35		137		1
		36		137		5
